is_home,Offense_Passing_COMP,Offense_Passing_ATT,Offense_Passing_PCT,Offense_Passing_YDS,Offense_Passing_YDS/ATT,Offense_Passing_YDS/COMP,Offense_Passing_TD,Offense_Passing_INT,Offense_Passing_1ST,Offense_Passing_SACKS,Offense_Passing_QB RATING,Offense_Rushing_ATT,Offense_Rushing_YDS,Offense_Rushing_YDS/ATT,Offense_Rushing_TD,Offense_Rushing_1ST,Offense_Rushing_TOP,Defense_Passing_TOTAL PTS,Defense_Passing_COMP,Defense_Passing_ATT,Defense_Passing_PCT,Defense_Passing_YDS,Defense_Passing_YDS/ATT,Defense_Passing_YDS/COMP,Defense_Passing_TD,Defense_Passing_INT,Defense_Passing_1ST,Defense_Passing_SACKS,Defense_Passing_SACK YDS,Defense_Passing_QB RATING,Defense_Rushing_TOTAL PTS,Defense_Rushing_ATT,Defense_Rushing_YDS,Defense_Rushing_YDS/ATT,Defense_Rushing_TD,Defense_Rushing_1ST,Defense_Rushing_TOP,game_id,team_score
0,421,635,66.3,4188,6.6,9.9,28,17,216,28,88,417,1784,4.3,9,107,1828,366,370,575,64.3,3543,6.2,9.6,19,10,181,36,248,85,366,480,1584,3.3,14,100,1977,2023_15_KC_NE,27
1,406,606,67.0,3990,6.6,9.8,28,11,199,35,93,480,1742,3.6,13,112,1870,407,371,582,63.7,3898,6.7,10.5,21,18,191,34,259,82,407,475,2251,4.7,24,134,1900,2023_15_NYG_NO,24
0,338,518,65.3,2886,5.6,8.5,15,12,141,85,80,454,1874,4.1,10,97,1833,327,333,558,59.7,3524,6.3,10.6,22,18,167,34,244,78,327,462,2038,4.4,10,100,1790,2023_15_NYG_NO,6
1,304,494,61.5,3067,6.2,10.1,14,11,158,64,79,444,1846,4.2,16,103,1852,353,382,565,67.6,3979,7.0,10.4,17,14,185,46,355,87,353,468,1643,3.5,19,110,1910,2023_15_HOU_TEN,16
0,372,592,62.8,4173,7.0,11.2,27,8,215,47,93,444,1647,3.7,10,84,1846,367,387,571,67.8,3866,6.8,10.0,20,6,189,45,315,94,367,480,1831,3.8,10,103,1887,2023_15_HOU_TEN,19
1,355,555,64.0,3144,5.7,8.9,18,12,173,42,81,471,2365,5.0,17,127,1758,298,410,621,66.0,3642,5.9,8.9,20,22,190,48,307,78,298,369,1525,4.1,10,97,1792,2023_15_SF_ARI,29
0,336,491,68.4,4384,8.9,13.0,33,12,207,34,109,499,2389,4.8,27,147,1868,455,347,506,68.6,3613,7.1,10.4,32,11,198,33,233,101,455,521,2434,4.7,19,141,1902,2023_15_SF_ARI,45
1,361,583,61.9,4063,7.0,11.3,26,13,206,34,88,477,2045,4.3,18,110,1908,518,396,598,66.2,4457,7.5,11.3,39,8,218,39,170,104,518,480,2155,4.5,15,121,1903,2023_15_WAS_LA,28
0,407,636,64.0,3725,5.9,9.2,24,21,190,65,79,359,1592,4.4,15,99,1838,377,367,604,60.8,3928,6.5,10.7,24,10,193,41,267,86,377,433,1816,4.2,14,108,1835,2023_15_WAS_LA,20
1,385,579,66.5,4154,7.2,10.8,29,18,199,24,91,512,2212,4.3,22,158,1922,315,308,509,60.5,3185,6.3,10.3,21,17,166,46,296,78,315,459,1910,4.2,14,108,1692,2023_15_DAL_BUF,31
0,428,614,69.7,4397,7.2,10.3,36,10,229,40,103,468,1920,4.1,14,113,1968,311,363,552,65.8,3342,6.1,9.2,18,18,183,54,334,79,311,409,1880,4.6,14,96,1708,2023_15_DAL_BUF,10
1,412,620,66.5,4126,6.7,10.0,22,14,199,41,88,453,1646,3.6,17,98,1915,280,384,634,60.6,3263,5.1,8.5,18,18,175,60,454,72,280,415,1860,4.5,6,96,1767,2023_15_BAL_JAX,7
0,328,494,66.4,3635,7.4,11.1,27,7,180,41,100,541,2661,4.9,26,144,1873,371,404,617,65.5,4076,6.6,10.1,27,16,198,40,279,88,371,421,1752,4.2,15,99,1834,2023_15_BAL_JAX,23
1,371,575,64.5,3910,6.8,10.5,23,12,189,38,89,382,1580,4.1,11,93,1674,428,425,652,65.2,4296,6.6,10.1,35,9,222,43,255,96,428,410,1758,4.3,14,111,1840,2023_15_PHI_SEA,20
0,369,563,65.5,3834,6.8,10.4,24,16,197,39,87,510,2190,4.3,22,149,1868,402,390,585,66.7,3961,6.8,10.2,21,11,202,47,298,90,402,515,2352,4.6,24,143,2001,2023_15_PHI_SEA,17
1,361,583,61.9,4063,7.0,11.3,26,13,206,34,88,477,2045,4.3,18,110,1908,327,333,558,59.7,3524,6.3,10.6,22,18,167,34,244,78,327,462,2038,4.4,10,100,1790,2023_16_NO_LA,30
0,406,606,67.0,3990,6.6,9.8,28,11,199,35,93,480,1742,3.6,13,112,1870,377,367,604,60.8,3928,6.5,10.7,24,10,193,41,267,86,377,433,1816,4.2,14,108,1835,2023_16_NO_LA,22
1,323,506,63.8,3163,6.3,9.8,13,9,153,36,82,487,2010,4.1,16,115,1839,384,364,555,65.6,4223,7.6,11.6,23,17,201,44,257,89,384,456,2145,4.7,17,127,1857,2023_16_CIN_PIT,34
0,420,615,68.3,3895,6.3,9.3,27,14,208,50,91,383,1527,4.0,12,90,1917,324,348,573,60.7,3860,6.7,11.1,23,16,186,47,304,83,324,454,1956,4.3,9,95,1821,2023_16_CIN_PIT,11
1,409,632,64.7,3957,6.3,9.7,24,8,204,43,89,431,1642,3.8,11,89,1797,311,363,552,65.8,3342,6.1,9.2,18,18,183,54,334,79,311,409,1880,4.6,14,96,1708,2023_16_BUF_LAC,22
0,385,579,66.5,4154,7.2,10.8,29,18,199,24,91,512,2212,4.3,22,158,1922,398,389,598,65.1,4246,7.1,10.9,26,9,203,48,334,94,398,467,1924,4.1,18,110,1881,2023_16_BUF_LAC,24
1,327,530,61.7,3524,6.6,10.8,17,17,181,40,79,522,2159,4.1,14,121,1749,415,370,568,65.1,3842,6.8,10.4,21,15,192,51,315,86,415,518,2105,4.1,22,123,1964,2023_16_IND_ATL,29
0,355,574,61.8,3666,6.4,10.3,18,10,178,41,83,479,2059,4.3,19,113,1768,373,340,549,61.9,3449,6.3,10.1,24,8,183,42,258,88,373,499,2009,4.0,11,105,1911,2023_16_IND_ATL,10
1,350,586,59.7,2741,4.7,7.8,13,10,150,65,72,445,1769,4.0,7,111,1867,350,342,523,65.4,3515,6.7,10.3,21,7,189,45,288,92,350,493,2181,4.4,15,120,1817,2023_16_GB_CAR,30
0,374,581,64.4,3968,6.8,10.6,32,11,211,30,95,441,1905,4.3,10,101,1843,416,309,481,64.2,2916,6.1,9.4,19,8,162,27,193,87,416,508,2081,4.1,25,122,1793,2023_16_GB_CAR,33
1,372,592,62.8,4173,7.0,11.2,27,8,215,47,93,444,1647,3.7,10,84,1846,362,307,535,57.4,2800,5.2,9.1,23,18,136,49,349,72,362,420,1793,4.3,15,87,1721,2023_16_CLE_HOU,22
0,355,624,56.9,3693,5.9,10.4,24,23,173,45,72,518,2017,3.9,15,121,1939,353,382,565,67.6,3979,7.0,10.4,17,14,185,46,355,87,353,468,1643,3.5,19,110,1910,2023_16_CLE_HOU,36
1,424,631,67.2,4359,6.9,10.3,30,19,220,47,90,393,1553,4.0,7,79,1756,395,371,588,63.1,4205,7.2,11.3,28,16,209,41,357,89,395,408,1509,3.7,15,91,1793,2023_16_DET_MIN,24
0,408,606,67.3,4401,7.3,10.8,30,12,228,31,97,500,2311,4.6,27,124,1882,362,426,606,70.3,3986,6.6,9.4,23,11,208,43,302,93,362,446,1678,3.8,14,104,1868,2023_16_DET_MIN,30
1,356,601,59.2,2919,4.9,8.2,11,15,156,64,67,388,1647,4.2,7,77,1749,518,396,598,66.2,4457,7.5,11.3,39,8,218,39,170,104,518,480,2155,4.5,15,121,1903,2023_16_WAS_NYJ,30
0,407,636,64.0,3725,5.9,9.2,24,21,190,65,79,359,1592,4.4,15,99,1838,355,313,522,60.0,2861,5.5,9.1,19,17,150,48,321,73,355,517,2108,4.1,14,111,1868,2023_16_WAS_NYJ,28
1,304,494,61.5,3067,6.2,10.1,14,11,158,64,79,444,1846,4.2,16,103,1852,402,390,585,66.7,3961,6.8,10.2,21,11,202,47,298,90,402,515,2352,4.6,24,143,2001,2023_16_SEA_TEN,17
0,371,575,64.5,3910,6.8,10.5,23,12,189,38,89,382,1580,4.1,11,93,1674,367,387,571,67.8,3866,6.8,10.0,20,6,189,45,315,94,367,480,1831,3.8,10,103,1887,2023_16_SEA_TEN,20
1,364,568,64.1,3812,6.7,10.5,28,10,188,40,93,439,1509,3.4,8,79,1765,371,404,617,65.5,4076,6.6,10.1,27,16,198,40,279,88,371,421,1752,4.2,15,99,1834,2023_16_JAX_TB,30
0,412,620,66.5,4126,6.7,10.0,22,14,199,41,88,453,1646,3.6,17,98,1915,325,404,611,66.1,4232,6.9,10.5,23,13,213,48,336,90,325,422,1620,3.8,11,101,1895,2023_16_JAX_TB,12
1,321,513,62.6,3096,6.0,9.6,19,15,169,50,80,534,2399,4.5,16,137,1978,455,347,506,68.6,3613,7.1,10.4,32,11,198,33,233,101,455,521,2434,4.7,19,141,1902,2023_16_ARI_CHI,27
0,355,555,64.0,3144,5.7,8.9,18,12,173,42,81,471,2365,5.0,17,127,1758,379,410,617,66.5,4043,6.6,9.9,31,22,196,30,202,87,379,388,1468,3.8,8,88,1682,2023_16_ARI_CHI,16
1,393,566,69.4,4514,8.0,11.5,30,15,223,31,100,456,2308,5.1,27,113,1810,315,308,509,60.5,3185,6.3,10.3,21,17,166,46,296,78,315,459,1910,4.2,14,108,1692,2023_16_DAL_MIA,22
0,428,614,69.7,4397,7.2,10.3,36,10,229,40,103,468,1920,4.1,14,113,1968,391,380,568,66.9,3761,6.6,9.9,27,15,186,56,371,90,391,433,1650,3.8,15,109,1850,2023_16_DAL_MIA,20
1,337,513,65.7,3262,6.4,9.7,28,9,154,52,94,451,1810,4.0,8,116,1831,366,370,575,64.3,3543,6.2,9.6,19,10,181,36,248,85,366,480,1584,3.3,14,100,1977,2023_16_NE_DEN,23
0,351,557,63.0,3069,5.5,8.7,16,21,153,48,71,415,1627,3.9,9,93,1683,413,382,572,66.8,3972,6.9,10.4,29,11,201,42,330,96,413,469,2331,5.0,15,119,1829,2023_16_NE_DEN,26
1,421,635,66.3,4188,6.6,9.9,28,17,216,28,88,417,1784,4.3,9,107,1828,331,376,564,66.7,3610,6.4,9.6,21,13,187,46,290,87,331,479,2015,4.2,15,117,1886,2023_16_LV_KC,14
0,348,557,62.5,3380,6.1,9.7,20,18,182,40,78,413,1542,3.7,11,83,1774,294,340,556,61.2,3001,5.4,8.8,19,8,169,57,351,81,294,432,1925,4.5,10,107,1832,2023_16_LV_KC,20
1,369,563,65.5,3834,6.8,10.4,24,16,197,39,87,510,2190,4.3,22,149,1868,407,371,582,63.7,3898,6.7,10.5,21,18,191,34,259,82,407,475,2251,4.7,24,134,1900,2023_16_NYG_PHI,33
0,338,518,65.3,2886,5.6,8.5,15,12,141,85,80,454,1874,4.1,10,97,1833,428,425,652,65.2,4296,6.6,10.1,35,9,222,43,255,96,428,410,1758,4.3,14,111,1840,2023_16_NYG_PHI,25
1,336,491,68.4,4384,8.9,13.0,33,12,207,34,109,499,2389,4.8,27,147,1868,280,384,634,60.6,3263,5.1,8.5,18,18,175,60,454,72,280,415,1860,4.5,6,96,1767,2023_16_BAL_SF,19
0,328,494,66.4,3635,7.4,11.1,27,7,180,41,100,541,2661,4.9,26,144,1873,298,410,621,66.0,3642,5.9,8.9,20,22,190,48,307,78,298,369,1525,4.1,10,97,1792,2023_16_BAL_SF,33
1,355,624,56.9,3693,5.9,10.4,24,23,173,45,72,518,2017,3.9,15,121,1939,355,313,522,60.0,2861,5.5,9.1,19,17,150,48,321,73,355,517,2108,4.1,14,111,1868,2023_17_NYJ_CLE,37
0,356,601,59.2,2919,4.9,8.2,11,15,156,64,67,388,1647,4.2,7,77,1749,362,307,535,57.4,2800,5.2,9.1,23,18,136,49,349,72,362,420,1793,4.3,15,87,1721,2023_17_NYJ_CLE,20
1,428,614,69.7,4397,7.2,10.3,36,10,229,40,103,468,1920,4.1,14,113,1968,395,371,588,63.1,4205,7.2,11.3,28,16,209,41,357,89,395,408,1509,3.7,15,91,1793,2023_17_DET_DAL,20
0,408,606,67.3,4401,7.3,10.8,30,12,228,31,97,500,2311,4.6,27,124,1882,315,308,509,60.5,3185,6.3,10.3,21,17,166,46,296,78,315,459,1910,4.2,14,108,1692,2023_17_DET_DAL,19
1,328,494,66.4,3635,7.4,11.1,27,7,180,41,100,541,2661,4.9,26,144,1873,391,380,568,66.9,3761,6.6,9.9,27,15,186,56,371,90,391,433,1650,3.8,15,109,1850,2023_17_MIA_BAL,56
0,393,566,69.4,4514,8.0,11.5,30,15,223,31,100,456,2308,5.1,27,113,1810,280,384,634,60.6,3263,5.1,8.5,18,18,175,60,454,72,280,415,1860,4.5,6,96,1767,2023_17_MIA_BAL,19
1,385,579,66.5,4154,7.2,10.8,29,18,199,24,91,512,2212,4.3,22,158,1922,366,370,575,64.3,3543,6.2,9.6,19,10,181,36,248,85,366,480,1584,3.3,14,100,1977,2023_17_NE_BUF,27
0,351,557,63.0,3069,5.5,8.7,16,21,153,48,71,415,1627,3.9,9,93,1683,311,363,552,65.8,3342,6.1,9.2,18,18,183,54,334,79,311,409,1880,4.6,14,96,1708,2023_17_NE_BUF,21
1,321,513,62.6,3096,6.0,9.6,19,15,169,50,80,534,2399,4.5,16,137,1978,373,340,549,61.9,3449,6.3,10.1,24,8,183,42,258,88,373,499,2009,4.0,11,105,1911,2023_17_ATL_CHI,37
0,327,530,61.7,3524,6.6,10.8,17,17,181,40,79,522,2159,4.1,14,121,1749,379,410,617,66.5,4043,6.6,9.9,31,22,196,30,202,87,379,388,1468,3.8,8,88,1682,2023_17_ATL_CHI,17
1,372,592,62.8,4173,7.0,11.2,27,8,215,47,93,444,1647,3.7,10,84,1846,367,387,571,67.8,3866,6.8,10.0,20,6,189,45,315,94,367,480,1831,3.8,10,103,1887,2023_17_TEN_HOU,26
0,304,494,61.5,3067,6.2,10.1,14,11,158,64,79,444,1846,4.2,16,103,1852,353,382,565,67.6,3979,7.0,10.4,17,14,185,46,355,87,353,468,1643,3.5,19,110,1910,2023_17_TEN_HOU,3
1,355,574,61.8,3666,6.4,10.3,18,10,178,41,83,479,2059,4.3,19,113,1768,331,376,564,66.7,3610,6.4,9.6,21,13,187,46,290,87,331,479,2015,4.2,15,117,1886,2023_17_LV_IND,23
0,348,557,62.5,3380,6.1,9.7,20,18,182,40,78,413,1542,3.7,11,83,1774,415,370,568,65.1,3842,6.8,10.4,21,15,192,51,315,86,415,518,2105,4.1,22,123,1964,2023_17_LV_IND,20
1,412,620,66.5,4126,6.7,10.0,22,14,199,41,88,453,1646,3.6,17,98,1915,416,309,481,64.2,2916,6.1,9.4,19,8,162,27,193,87,416,508,2081,4.1,25,122,1793,2023_17_CAR_JAX,26
0,350,586,59.7,2741,4.7,7.8,13,10,150,65,72,445,1769,4.0,7,111,1867,371,404,617,65.5,4076,6.6,10.1,27,16,198,40,279,88,371,421,1752,4.2,15,99,1834,2023_17_CAR_JAX,0
1,338,518,65.3,2886,5.6,8.5,15,12,141,85,80,454,1874,4.1,10,97,1833,377,367,604,60.8,3928,6.5,10.7,24,10,193,41,267,86,377,433,1816,4.2,14,108,1835,2023_17_LA_NYG,25
0,361,583,61.9,4063,7.0,11.3,26,13,206,34,88,477,2045,4.3,18,110,1908,407,371,582,63.7,3898,6.7,10.5,21,18,191,34,259,82,407,475,2251,4.7,24,134,1900,2023_17_LA_NYG,26
1,369,563,65.5,3834,6.8,10.4,24,16,197,39,87,510,2190,4.3,22,149,1868,455,347,506,68.6,3613,7.1,10.4,32,11,198,33,233,101,455,521,2434,4.7,19,141,1902,2023_17_ARI_PHI,31
0,355,555,64.0,3144,5.7,8.9,18,12,173,42,81,471,2365,5.0,17,127,1758,428,425,652,65.2,4296,6.6,10.1,35,9,222,43,255,96,428,410,1758,4.3,14,111,1840,2023_17_ARI_PHI,35
1,364,568,64.1,3812,6.7,10.5,28,10,188,40,93,439,1509,3.4,8,79,1765,327,333,558,59.7,3524,6.3,10.6,22,18,167,34,244,78,327,462,2038,4.4,10,100,1790,2023_17_NO_TB,13
0,406,606,67.0,3990,6.6,9.8,28,11,199,35,93,480,1742,3.6,13,112,1870,325,404,611,66.1,4232,6.9,10.5,23,13,213,48,336,90,325,422,1620,3.8,11,101,1895,2023_17_NO_TB,23
1,407,636,64.0,3725,5.9,9.2,24,21,190,65,79,359,1592,4.4,15,99,1838,298,410,621,66.0,3642,5.9,8.9,20,22,190,48,307,78,298,369,1525,4.1,10,97,1792,2023_17_SF_WAS,10
0,336,491,68.4,4384,8.9,13.0,33,12,207,34,109,499,2389,4.8,27,147,1868,518,396,598,66.2,4457,7.5,11.3,39,8,218,39,170,104,518,480,2155,4.5,15,121,1903,2023_17_SF_WAS,27
1,371,575,64.5,3910,6.8,10.5,23,12,189,38,89,382,1580,4.1,11,93,1674,324,348,573,60.7,3860,6.7,11.1,23,16,186,47,304,83,324,454,1956,4.3,9,95,1821,2023_17_PIT_SEA,23
0,323,506,63.8,3163,6.3,9.8,13,9,153,36,82,487,2010,4.1,16,115,1839,402,390,585,66.7,3961,6.8,10.2,21,11,202,47,298,90,402,515,2352,4.6,24,143,2001,2023_17_PIT_SEA,30
1,337,513,65.7,3262,6.4,9.7,28,9,154,52,94,451,1810,4.0,8,116,1831,398,389,598,65.1,4246,7.1,10.9,26,9,203,48,334,94,398,467,1924,4.1,18,110,1881,2023_17_LAC_DEN,16
0,409,632,64.7,3957,6.3,9.7,24,8,204,43,89,431,1642,3.8,11,89,1797,413,382,572,66.8,3972,6.9,10.4,29,11,201,42,330,96,413,469,2331,5.0,15,119,1829,2023_17_LAC_DEN,9
1,421,635,66.3,4188,6.6,9.9,28,17,216,28,88,417,1784,4.3,9,107,1828,384,364,555,65.6,4223,7.6,11.6,23,17,201,44,257,89,384,456,2145,4.7,17,127,1857,2023_17_CIN_KC,25
0,420,615,68.3,3895,6.3,9.3,27,14,208,50,91,383,1527,4.0,12,90,1917,294,340,556,61.2,3001,5.4,8.8,19,8,169,57,351,81,294,432,1925,4.5,10,107,1832,2023_17_CIN_KC,17
1,424,631,67.2,4359,6.9,10.3,30,19,220,47,90,393,1553,4.0,7,79,1756,350,342,523,65.4,3515,6.7,10.3,21,7,189,45,288,92,350,493,2181,4.4,15,120,1817,2023_17_GB_MIN,10
0,374,581,64.4,3968,6.8,10.6,32,11,211,30,95,441,1905,4.3,10,101,1843,362,426,606,70.3,3986,6.6,9.4,23,11,208,43,302,93,362,446,1678,3.8,14,104,1868,2023_17_GB_MIN,33
1,328,494,66.4,3635,7.4,11.1,27,7,180,41,100,541,2661,4.9,26,144,1873,324,348,573,60.7,3860,6.7,11.1,23,16,186,47,304,83,324,454,1956,4.3,9,95,1821,2023_18_PIT_BAL,10
0,323,506,63.8,3163,6.3,9.8,13,9,153,36,82,487,2010,4.1,16,115,1839,280,384,634,60.6,3263,5.1,8.5,18,18,175,60,454,72,280,415,1860,4.5,6,96,1767,2023_18_PIT_BAL,17
1,355,574,61.8,3666,6.4,10.3,18,10,178,41,83,479,2059,4.3,19,113,1768,353,382,565,67.6,3979,7.0,10.4,17,14,185,46,355,87,353,468,1643,3.5,19,110,1910,2023_18_HOU_IND,19
0,372,592,62.8,4173,7.0,11.2,27,8,215,47,93,444,1647,3.7,10,84,1846,415,370,568,65.1,3842,6.8,10.4,21,15,192,51,315,86,415,518,2105,4.1,22,123,1964,2023_18_HOU_IND,23
1,350,586,59.7,2741,4.7,7.8,13,10,150,65,72,445,1769,4.0,7,111,1867,325,404,611,66.1,4232,6.9,10.5,23,13,213,48,336,90,325,422,1620,3.8,11,101,1895,2023_18_TB_CAR,0
0,364,568,64.1,3812,6.7,10.5,28,10,188,40,93,439,1509,3.4,8,79,1765,416,309,481,64.2,2916,6.1,9.4,19,8,162,27,193,87,416,508,2081,4.1,25,122,1793,2023_18_TB_CAR,9
1,420,615,68.3,3895,6.3,9.3,27,14,208,50,91,383,1527,4.0,12,90,1917,362,307,535,57.4,2800,5.2,9.1,23,18,136,49,349,72,362,420,1793,4.3,15,87,1721,2023_18_CLE_CIN,31
0,355,624,56.9,3693,5.9,10.4,24,23,173,45,72,518,2017,3.9,15,121,1939,384,364,555,65.6,4223,7.6,11.6,23,17,201,44,257,89,384,456,2145,4.7,17,127,1857,2023_18_CLE_CIN,14
1,408,606,67.3,4401,7.3,10.8,30,12,228,31,97,500,2311,4.6,27,124,1882,362,426,606,70.3,3986,6.6,9.4,23,11,208,43,302,93,362,446,1678,3.8,14,104,1868,2023_18_MIN_DET,30
0,424,631,67.2,4359,6.9,10.3,30,19,220,47,90,393,1553,4.0,7,79,1756,395,371,588,63.1,4205,7.2,11.3,28,16,209,41,357,89,395,408,1509,3.7,15,91,1793,2023_18_MIN_DET,20
1,351,557,63.0,3069,5.5,8.7,16,21,153,48,71,415,1627,3.9,9,93,1683,355,313,522,60.0,2861,5.5,9.1,19,17,150,48,321,73,355,517,2108,4.1,14,111,1868,2023_18_NYJ_NE,3
0,356,601,59.2,2919,4.9,8.2,11,15,156,64,67,388,1647,4.2,7,77,1749,366,370,575,64.3,3543,6.2,9.6,19,10,181,36,248,85,366,480,1584,3.3,14,100,1977,2023_18_NYJ_NE,17
1,406,606,67.0,3990,6.6,9.8,28,11,199,35,93,480,1742,3.6,13,112,1870,373,340,549,61.9,3449,6.3,10.1,24,8,183,42,258,88,373,499,2009,4.0,11,105,1911,2023_18_ATL_NO,48
0,327,530,61.7,3524,6.6,10.8,17,17,181,40,79,522,2159,4.1,14,121,1749,327,333,558,59.7,3524,6.3,10.6,22,18,167,34,244,78,327,462,2038,4.4,10,100,1790,2023_18_ATL_NO,17
1,304,494,61.5,3067,6.2,10.1,14,11,158,64,79,444,1846,4.2,16,103,1852,371,404,617,65.5,4076,6.6,10.1,27,16,198,40,279,88,371,421,1752,4.2,15,99,1834,2023_18_JAX_TEN,28
0,412,620,66.5,4126,6.7,10.0,22,14,199,41,88,453,1646,3.6,17,98,1915,367,387,571,67.8,3866,6.8,10.0,20,6,189,45,315,94,367,480,1831,3.8,10,103,1887,2023_18_JAX_TEN,20
1,355,555,64.0,3144,5.7,8.9,18,12,173,42,81,471,2365,5.0,17,127,1758,402,390,585,66.7,3961,6.8,10.2,21,11,202,47,298,90,402,515,2352,4.6,24,143,2001,2023_18_SEA_ARI,20
0,371,575,64.5,3910,6.8,10.5,23,12,189,38,89,382,1580,4.1,11,93,1674,455,347,506,68.6,3613,7.1,10.4,32,11,198,33,233,101,455,521,2434,4.7,19,141,1902,2023_18_SEA_ARI,21
1,374,581,64.4,3968,6.8,10.6,32,11,211,30,95,441,1905,4.3,10,101,1843,379,410,617,66.5,4043,6.6,9.9,31,22,196,30,202,87,379,388,1468,3.8,8,88,1682,2023_18_CHI_GB,17
0,321,513,62.6,3096,6.0,9.6,19,15,169,50,80,534,2399,4.5,16,137,1978,350,342,523,65.4,3515,6.7,10.3,21,7,189,45,288,92,350,493,2181,4.4,15,120,1817,2023_18_CHI_GB,9
1,409,632,64.7,3957,6.3,9.7,24,8,204,43,89,431,1642,3.8,11,89,1797,294,340,556,61.2,3001,5.4,8.8,19,8,169,57,351,81,294,432,1925,4.5,10,107,1832,2023_18_KC_LAC,12
0,421,635,66.3,4188,6.6,9.9,28,17,216,28,88,417,1784,4.3,9,107,1828,398,389,598,65.1,4246,7.1,10.9,26,9,203,48,334,94,398,467,1924,4.1,18,110,1881,2023_18_KC_LAC,13
1,348,557,62.5,3380,6.1,9.7,20,18,182,40,78,413,1542,3.7,11,83,1774,413,382,572,66.8,3972,6.9,10.4,29,11,201,42,330,96,413,469,2331,5.0,15,119,1829,2023_18_DEN_LV,27
0,337,513,65.7,3262,6.4,9.7,28,9,154,52,94,451,1810,4.0,8,116,1831,331,376,564,66.7,3610,6.4,9.6,21,13,187,46,290,87,331,479,2015,4.2,15,117,1886,2023_18_DEN_LV,14
1,338,518,65.3,2886,5.6,8.5,15,12,141,85,80,454,1874,4.1,10,97,1833,428,425,652,65.2,4296,6.6,10.1,35,9,222,43,255,96,428,410,1758,4.3,14,111,1840,2023_18_PHI_NYG,27
0,369,563,65.5,3834,6.8,10.4,24,16,197,39,87,510,2190,4.3,22,149,1868,407,371,582,63.7,3898,6.7,10.5,21,18,191,34,259,82,407,475,2251,4.7,24,134,1900,2023_18_PHI_NYG,10
1,336,491,68.4,4384,8.9,13.0,33,12,207,34,109,499,2389,4.8,27,147,1868,377,367,604,60.8,3928,6.5,10.7,24,10,193,41,267,86,377,433,1816,4.2,14,108,1835,2023_18_LA_SF,20
0,361,583,61.9,4063,7.0,11.3,26,13,206,34,88,477,2045,4.3,18,110,1908,298,410,621,66.0,3642,5.9,8.9,20,22,190,48,307,78,298,369,1525,4.1,10,97,1792,2023_18_LA_SF,21
1,407,636,64.0,3725,5.9,9.2,24,21,190,65,79,359,1592,4.4,15,99,1838,315,308,509,60.5,3185,6.3,10.3,21,17,166,46,296,78,315,459,1910,4.2,14,108,1692,2023_18_DAL_WAS,10
0,428,614,69.7,4397,7.2,10.3,36,10,229,40,103,468,1920,4.1,14,113,1968,518,396,598,66.2,4457,7.5,11.3,39,8,218,39,170,104,518,480,2155,4.5,15,121,1903,2023_18_DAL_WAS,38
1,393,566,69.4,4514,8.0,11.5,30,15,223,31,100,456,2308,5.1,27,113,1810,311,363,552,65.8,3342,6.1,9.2,18,18,183,54,334,79,311,409,1880,4.6,14,96,1708,2023_18_BUF_MIA,14
0,385,579,66.5,4154,7.2,10.8,29,18,199,24,91,512,2212,4.3,22,158,1922,391,380,568,66.9,3761,6.6,9.9,27,15,186,56,371,90,391,433,1650,3.8,15,109,1850,2023_18_BUF_MIA,21
